episode,total_reward,emergency_rejections,icu_utilisation
1144,151.0,0,0.84
1145,157.0,0,0.7
1146,139.0,0,0.58
1147,130.0,1,0.9
1148,133.0,0,0.84
1149,175.0,0,0.68
1150,70.0,1,0.86
1151,70.0,3,0.94
1152,133.0,1,0.88
1153,82.0,1,0.98
1154,151.0,0,0.76
1155,160.0,0,0.68
1156,178.0,0,0.7
1157,154.0,0,0.94
1158,133.0,0,0.74
1159,118.0,2,0.86
1160,97.0,1,0.94
1161,136.0,0,0.98
1162,124.0,1,0.98
1163,139.0,0,0.8
1164,166.0,0,0.86
1165,169.0,0,0.86
1166,118.0,0,0.78
1167,82.0,2,0.88
1168,148.0,0,0.86
1169,172.0,0,0.6
1170,160.0,0,0.9
1171,151.0,1,0.9
1172,103.0,0,0.8
1173,130.0,0,0.98
1174,118.0,2,0.94
1175,178.0,0,0.64
1176,154.0,1,0.62
1177,88.0,0,0.98
1178,184.0,0,0.54
1179,163.0,0,0.58
1180,166.0,1,0.72
1181,91.0,2,0.94
1182,82.0,2,0.92
1183,121.0,0,0.72
1184,139.0,0,0.78
1185,106.0,2,0.88
1186,142.0,0,0.9
1187,142.0,1,0.74
1188,118.0,1,0.78
1189,115.0,1,0.94
1190,172.0,0,0.38
1191,154.0,0,0.56
1192,157.0,0,0.74
1193,73.0,2,0.82
1194,157.0,1,0.74
1195,127.0,0,0.96
1196,136.0,0,0.8
1197,115.0,2,0.98
1198,130.0,0,0.88
1199,163.0,0,0.76
1200,112.0,1,0.98
1201,142.0,0,0.54
1202,160.0,1,0.88
1203,118.0,0,0.74
1204,154.0,0,0.8
1205,124.0,1,0.5
1206,142.0,1,0.7
1207,163.0,0,0.8
1208,142.0,0,0.94
1209,175.0,0,0.78
1210,124.0,0,1.0
1211,79.0,1,0.98
1212,151.0,0,0.74
1213,169.0,0,0.96
1214,121.0,0,0.78
1215,118.0,1,0.92
1216,88.0,1,0.94
1217,142.0,0,0.78
1218,121.0,0,0.84
1219,166.0,0,0.88
1220,145.0,1,0.9
1221,148.0,0,0.86
1222,127.0,0,0.86
1223,100.0,1,0.98
1224,109.0,2,0.96
1225,85.0,1,0.8
1226,115.0,1,0.96
1227,133.0,0,0.82
1228,193.0,0,0.86
1229,148.0,0,0.6
1230,184.0,0,0.68
1231,148.0,0,0.82
1232,85.0,2,0.9
1233,160.0,0,0.7
1234,190.0,0,0.8
1235,121.0,1,0.72
1236,148.0,0,0.8
1237,67.0,2,1.0
1238,70.0,1,0.86
1239,121.0,2,0.92
1240,154.0,0,0.88
1241,94.0,1,0.92
1242,163.0,0,0.84
1243,142.0,0,0.8
1244,172.0,0,0.72
1245,160.0,0,0.86
1246,136.0,0,0.8
1247,106.0,1,0.84
1248,88.0,2,0.88
1249,169.0,0,0.86
1250,145.0,0,0.88
1251,127.0,0,0.94
1252,142.0,0,0.96
1253,172.0,0,0.78
1254,118.0,0,0.86
1255,85.0,2,0.72
1256,100.0,0,0.96
1257,106.0,1,0.94
1258,151.0,0,0.82
1259,142.0,0,0.84
1260,151.0,1,0.94
1261,112.0,2,0.66
1262,121.0,1,0.74
1263,121.0,1,0.78
1264,97.0,2,0.8
1265,169.0,0,0.88
1266,142.0,0,0.9
1267,127.0,1,0.82
1268,127.0,0,0.9
1269,85.0,2,0.9
1270,130.0,0,0.86
1271,94.0,0,0.88
1272,52.0,3,0.96
1273,121.0,2,0.88
1274,172.0,0,0.8
1275,163.0,0,0.78
1276,154.0,0,0.9
1277,88.0,2,0.96
1278,154.0,2,0.6
1279,91.0,0,1.0
1280,190.0,0,0.76
1281,112.0,3,0.84
1282,130.0,0,0.92
1283,79.0,2,0.92
1284,88.0,3,0.82
1285,133.0,0,0.8
1286,124.0,1,0.7
1287,151.0,0,0.84
1288,139.0,0,0.98
1289,103.0,2,0.88
1290,184.0,0,0.8
1291,163.0,0,0.92
1292,91.0,1,0.94
1293,94.0,2,0.78
1294,103.0,2,0.9
1295,82.0,1,1.0
1296,73.0,4,0.94
1297,127.0,1,0.88
1298,76.0,3,0.9
1299,160.0,0,0.74
1300,151.0,1,0.78
1301,127.0,0,0.92
1302,118.0,0,0.78
1303,118.0,0,0.9
1304,133.0,0,0.98
1305,169.0,1,0.64
1306,187.0,0,0.88
1307,160.0,0,0.86
1308,127.0,0,0.84
1309,130.0,0,0.74
1310,166.0,0,0.76
1311,163.0,0,0.94
1312,109.0,0,1.0
1313,130.0,0,0.78
1314,85.0,4,0.84
1315,145.0,1,0.68
1316,106.0,0,0.94
1317,160.0,0,0.68
1318,175.0,0,0.78
1319,139.0,0,0.96
1320,133.0,0,0.82
1321,148.0,0,0.62
1322,148.0,0,0.68
1323,109.0,1,0.88
1324,136.0,0,0.84
1325,106.0,1,1.0
1326,148.0,1,0.88
1327,121.0,0,0.74
1328,166.0,0,0.8
1329,145.0,0,0.82
1330,130.0,0,0.7
1331,154.0,0,0.82
1332,139.0,1,0.74
1333,100.0,1,0.68
1334,88.0,0,0.92
1335,154.0,0,0.88
1336,133.0,0,0.74
1337,91.0,4,0.92
1338,178.0,0,1.0
1339,139.0,0,0.9
1340,136.0,0,0.72
1341,136.0,0,0.94
1342,157.0,0,0.78
1343,112.0,0,0.88
1344,196.0,0,0.86
1345,124.0,1,0.96
1346,154.0,0,0.9
1347,133.0,0,0.74
1348,94.0,1,1.0
1349,151.0,0,0.82
1350,148.0,0,0.92
1351,133.0,0,0.84
1352,154.0,0,0.8
1353,151.0,0,0.82
1354,160.0,0,0.8
1355,127.0,0,0.7
1356,163.0,1,0.62
1357,157.0,0,0.94
1358,106.0,1,0.9
1359,136.0,0,0.96
1360,130.0,0,0.92
1361,139.0,1,0.7
1362,166.0,0,0.72
1363,145.0,1,0.84
1364,127.0,0,0.7
1365,178.0,0,0.78
1366,124.0,0,0.68
1367,76.0,3,0.96
1368,163.0,0,0.9
1369,118.0,0,0.96
1370,67.0,3,0.94
1371,139.0,1,0.72
1372,196.0,2,0.7
1373,151.0,0,0.76
1374,184.0,0,0.78
1375,106.0,0,0.92
1376,154.0,0,0.84
1377,154.0,0,0.68
1378,148.0,0,0.88
1379,139.0,0,0.64
1380,106.0,2,0.96
1381,136.0,0,0.82
1382,91.0,2,0.96
1383,154.0,0,0.8
1384,163.0,1,0.72
1385,166.0,0,0.88
1386,136.0,0,0.88
1387,97.0,2,0.86
1388,100.0,2,0.86
1389,103.0,1,0.9
1390,196.0,0,0.72
1391,127.0,1,0.78
1392,187.0,0,0.8
1393,133.0,0,0.6
1394,139.0,2,0.68
1395,130.0,1,0.98
1396,115.0,2,0.94
1397,94.0,1,0.84
1398,148.0,0,0.56
1399,127.0,0,0.9
1400,160.0,0,0.98
1401,103.0,0,0.82
1402,52.0,1,0.96
1403,193.0,0,0.6
1404,157.0,0,0.7
1405,148.0,1,0.68
1406,112.0,1,0.9
1407,124.0,1,0.86
1408,175.0,0,0.76
1409,100.0,3,0.88
1410,103.0,1,0.58
1411,154.0,0,0.84
1412,160.0,0,0.7
1413,130.0,1,0.88
1414,169.0,0,0.8
1415,142.0,2,0.86
1416,94.0,3,0.98
1417,151.0,1,0.84
1418,154.0,1,0.72
1419,181.0,1,0.52
1420,184.0,0,0.88
1421,94.0,2,0.78
1422,130.0,0,0.62
1423,103.0,1,0.94
1424,217.0,0,0.9
1425,97.0,2,0.96
1426,139.0,0,0.9
1427,124.0,1,0.74
1428,139.0,0,0.96
1429,115.0,0,0.86
1430,70.0,3,0.96
1431,184.0,0,0.72
1432,169.0,0,0.64
1433,136.0,0,0.62
1434,130.0,0,0.78
1435,94.0,1,0.92
1436,109.0,1,0.92
1437,172.0,0,0.88
1438,121.0,0,0.98
1439,169.0,0,0.66
1440,169.0,0,0.88
1441,118.0,1,0.7
1442,139.0,0,0.9
1443,145.0,0,0.72
1444,169.0,1,0.68
1445,172.0,0,0.9
1446,169.0,0,0.74
1447,124.0,1,0.86
1448,145.0,0,0.86
1449,151.0,0,0.96
1450,109.0,0,0.88
1451,142.0,0,0.72
1452,160.0,0,0.84
1453,175.0,0,0.9
1454,142.0,1,0.52
1455,136.0,1,0.94
1456,160.0,0,0.52
1457,106.0,0,1.0
1458,127.0,0,0.92
1459,127.0,2,0.9
1460,94.0,2,1.0
1461,127.0,1,0.92
1462,142.0,1,0.8
1463,178.0,0,0.78
1464,97.0,0,0.8
1465,196.0,0,0.86
1466,124.0,0,0.84
1467,127.0,1,0.92
1468,127.0,0,0.8
1469,181.0,0,0.78
1470,142.0,1,0.9
1471,169.0,0,0.66
1472,142.0,1,0.76
1473,124.0,1,0.68
1474,136.0,0,0.58
1475,157.0,0,0.84
1476,154.0,0,0.78
1477,118.0,1,0.84
1478,100.0,2,0.88
1479,112.0,1,0.92
1480,88.0,2,0.72
1481,139.0,2,0.8
1482,130.0,1,0.96
1483,148.0,1,0.72
1484,151.0,0,0.56
1485,64.0,2,0.8
1486,91.0,2,0.94
1487,106.0,1,1.0
1488,166.0,0,0.82
1489,67.0,3,0.9
1490,175.0,0,0.8
1491,145.0,0,0.78
1492,178.0,0,0.82
1493,184.0,0,0.74
1494,142.0,0,0.82
1495,106.0,1,0.74
1496,130.0,0,0.78
1497,133.0,1,0.92
1498,187.0,0,0.74
1499,151.0,1,0.94
