metric,ppo_mean,ppo_std,random_mean,random_std
total_reward,1202.67,86.33889709461867,-800.64,127.7829219869195
emergency_rejections,13.04,4.0872306694697995,46.34,5.961526480675732
mean_icu_utilisation,0.5652900000000001,0.03758231235595012,0.49337999999999993,0.041986236321014066
mean_general_utilisation,0.7460066666666668,0.02353868177793466,0.3428000000000001,0.04868580408744271
delayed_patients,153.23,12.131314350835522,166.46,10.190528381142398
