episode,total_reward,emergency_rejections,icu_utilisation
1060,-56.0,3,0.4
1061,-107.0,4,0.8
1062,-157.0,6,0.68
1063,-55.0,4,0.54
1064,-34.0,3,0.52
1065,-65.0,6,0.72
1066,-95.0,7,0.5
1067,-107.0,6,0.5
1068,-81.0,3,0.7
1069,-59.0,3,0.48
1070,-52.0,4,0.6
1071,-21.0,1,0.6
1072,-162.0,7,0.62
1073,-42.0,1,0.66
1074,-88.0,3,0.66
1075,-86.0,5,0.94
1076,-66.0,1,0.72
1077,-65.0,7,0.42
1078,-66.0,7,0.52
1079,-113.0,4,0.72
1080,-81.0,7,0.34
1081,-48.0,1,0.88
1082,-36.0,2,0.56
1083,-99.0,9,0.74
1084,-76.0,6,0.86
1085,-84.0,4,0.78
1086,-81.0,5,0.68
1087,-42.0,3,0.7
1088,-106.0,7,0.52
1089,-60.0,3,0.8
1090,-145.0,9,0.46
1091,-62.0,4,0.88
1092,-96.0,4,0.74
1093,-39.0,2,0.42
1094,-71.0,3,0.74
1095,-159.0,8,0.54
1096,-69.0,1,0.58
1097,-72.0,1,0.44
1098,-22.0,4,0.68
1099,-133.0,4,0.84
1100,-4.0,1,0.56
1101,-59.0,4,0.78
1102,-81.0,5,0.6
1103,-101.0,6,0.6
1104,-91.0,2,0.82
1105,-36.0,2,0.68
1106,-97.0,3,0.56
1107,-94.0,9,0.68
1108,-83.0,5,0.72
1109,-90.0,4,0.84
1110,-145.0,3,0.84
1111,-85.0,7,0.62
1112,-70.0,5,0.3
1113,-96.0,4,0.56
1114,-118.0,3,0.66
1115,-35.0,3,0.24
1116,-66.0,3,0.48
1117,-88.0,4,0.96
1118,-5.0,3,0.74
1119,-17.0,4,0.78
1120,-13.0,2,0.42
1121,-30.0,5,0.62
1122,-73.0,2,0.86
1123,-111.0,4,0.7
1124,-80.0,1,0.76
1125,-75.0,4,0.66
1126,-143.0,7,0.58
1127,-81.0,4,0.42
1128,-100.0,4,0.84
1129,-67.0,5,0.84
1130,-74.0,3,0.84
1131,-65.0,4,0.48
1132,-74.0,7,0.56
1133,-36.0,3,0.6
1134,-129.0,6,0.74
1135,-56.0,4,0.66
1136,-115.0,9,0.64
1137,-125.0,6,0.44
1138,-81.0,1,0.54
1139,-110.0,5,0.82
1140,-39.0,3,0.46
1141,-131.0,7,0.46
1142,-33.0,2,0.38
1143,-67.0,4,0.46
1144,-65.0,2,0.74
1145,-52.0,3,0.74
1146,-75.0,5,0.44
1147,-72.0,6,0.64
1148,-95.0,5,0.72
1149,-91.0,4,0.68
1150,-99.0,4,0.84
1151,-110.0,6,0.76
1152,-108.0,6,0.52
1153,-124.0,6,0.96
1154,-58.0,3,0.42
1155,-16.0,1,0.56
1156,-57.0,0,0.74
1157,-38.0,3,1.0
1158,-119.0,4,0.62
1159,-100.0,7,0.76
1160,-121.0,3,0.68
1161,-85.0,4,0.66
1162,-125.0,8,0.78
1163,-132.0,3,0.98
1164,-45.0,3,0.66
1165,-41.0,4,0.62
1166,-66.0,5,0.78
1167,-128.0,6,0.9
1168,-94.0,7,0.66
1169,-48.0,3,0.5
1170,-62.0,3,0.66
1171,-102.0,6,0.8
1172,-193.0,7,0.66
1173,-123.0,5,0.74
1174,-23.0,3,0.52
1175,-74.0,7,0.26
1176,-56.0,4,0.6
1177,-64.0,3,0.88
1178,-33.0,2,0.5
1179,-45.0,2,0.4
1180,-65.0,4,0.54
1181,-127.0,5,0.82
1182,-64.0,5,0.68
1183,-53.0,4,0.56
1184,-75.0,4,0.76
1185,-117.0,4,0.68
1186,-90.0,4,0.58
1187,-47.0,3,0.58
1188,-109.0,4,0.62
1189,-113.0,6,0.64
1190,-81.0,5,0.6
1191,5.0,2,0.28
1192,-68.0,4,0.72
1193,-129.0,4,0.86
1194,-93.0,3,0.52
1195,-148.0,3,0.76
1196,-102.0,3,0.7
1197,-132.0,8,0.76
1198,-13.0,1,0.8
1199,-132.0,3,0.52
1200,-175.0,8,0.62
1201,-45.0,2,0.54
1202,-81.0,7,0.52
1203,-121.0,3,0.96
1204,-57.0,4,0.66
1205,-42.0,2,0.36
1206,-128.0,5,0.36
1207,-39.0,2,0.58
1208,-63.0,1,0.7
1209,-48.0,3,0.22
1210,-86.0,7,0.5
1211,-175.0,7,0.88
1212,-67.0,6,0.66
1213,-53.0,5,0.62
1214,-68.0,4,0.76
1215,-80.0,5,0.94
1216,-157.0,10,0.9
1217,-44.0,3,0.86
1218,-72.0,4,0.86
1219,-44.0,5,0.22
1220,-87.0,5,0.52
1221,-79.0,5,0.68
1222,-80.0,3,0.7
1223,-147.0,6,0.86
1224,-52.0,2,0.92
1225,-107.0,5,0.84
1226,-107.0,7,0.86
1227,-51.0,4,0.64
1228,-52.0,4,0.78
1229,-98.0,3,0.5
1230,-68.0,7,0.62
1231,-62.0,5,0.6
1232,-119.0,6,0.48
1233,-142.0,6,0.74
1234,-9.0,2,0.68
1235,-105.0,5,0.74
1236,-69.0,4,0.42
1237,-114.0,8,0.82
1238,-97.0,7,0.82
1239,-87.0,5,0.62
1240,-22.0,3,0.6
1241,-98.0,6,0.78
1242,-19.0,4,0.72
1243,-60.0,7,0.22
1244,-68.0,7,0.52
1245,-108.0,7,0.8
1246,-68.0,4,0.82
1247,-40.0,2,0.4
1248,-121.0,6,0.74
1249,-82.0,5,0.5
1250,-38.0,3,0.84
1251,-127.0,8,0.66
1252,-104.0,6,0.44
1253,-64.0,5,0.34
1254,-137.0,5,0.92
1255,-95.0,7,0.82
1256,-97.0,4,0.88
1257,-54.0,5,0.86
1258,-46.0,3,0.72
1259,-87.0,4,0.56
1260,-37.0,2,0.72
1261,-129.0,7,0.76
1262,-71.0,3,0.64
1263,-61.0,3,0.62
1264,-122.0,7,0.86
1265,-17.0,3,0.78
1266,-67.0,3,0.84
1267,-123.0,3,0.94
1268,-75.0,2,0.94
1269,-69.0,5,0.62
1270,-37.0,3,0.84
1271,-53.0,4,0.84
1272,-128.0,4,0.88
1273,-137.0,8,0.5
1274,-106.0,5,0.74
1275,-48.0,2,0.64
1276,-70.0,4,0.52
1277,-68.0,7,0.8
1278,-37.0,4,0.6
1279,-201.0,10,0.72
1280,-101.0,2,0.46
1281,-70.0,3,0.68
1282,-47.0,4,0.9
1283,-70.0,8,0.88
1284,-63.0,7,0.76
1285,-67.0,6,0.84
1286,-70.0,3,0.58
1287,-50.0,4,0.44
1288,-72.0,4,0.78
1289,-131.0,5,0.88
1290,-10.0,2,0.7
1291,-75.0,4,0.78
1292,-135.0,6,0.78
1293,-154.0,5,0.64
1294,-127.0,6,0.86
1295,-107.0,6,0.96
1296,-120.0,9,0.72
1297,-150.0,7,0.88
1298,-42.0,5,0.94
1299,-75.0,5,0.64
1300,-25.0,5,0.28
1301,-152.0,7,0.82
1302,-45.0,5,0.66
1303,-87.0,4,0.6
1304,-66.0,2,0.76
1305,-22.0,3,0.46
1306,-38.0,8,0.46
1307,-78.0,5,0.74
1308,-65.0,2,0.76
1309,-5.0,2,0.64
1310,-118.0,7,0.46
1311,-53.0,3,0.58
1312,-99.0,7,0.74
1313,-95.0,4,0.3
1314,-149.0,10,0.88
1315,-43.0,6,0.3
1316,-111.0,5,0.86
1317,-85.0,4,0.78
1318,-39.0,3,0.5
1319,-110.0,3,0.72
1320,-52.0,2,0.36
1321,-85.0,2,0.3
1322,-149.0,5,0.78
1323,-63.0,4,0.8
1324,-76.0,4,0.78
1325,-95.0,7,0.74
1326,-62.0,4,0.78
1327,-82.0,6,0.52
1328,-95.0,7,0.6
1329,-83.0,5,0.84
1330,-115.0,1,0.72
1331,-31.0,3,0.68
1332,-59.0,6,0.26
1333,-113.0,6,0.74
1334,-114.0,3,0.7
1335,-60.0,3,0.64
1336,-77.0,3,0.74
1337,-25.0,4,0.76
1338,-30.0,5,0.64
1339,-121.0,6,0.88
1340,-70.0,6,0.9
1341,-125.0,6,0.8
1342,-34.0,3,0.38
1343,-117.0,5,0.68
1344,-58.0,3,0.72
1345,-64.0,5,0.74
1346,-141.0,5,0.76
1347,-59.0,4,0.62
1348,-120.0,6,0.9
1349,-24.0,2,0.54
1350,-133.0,8,0.46
1351,-71.0,4,0.8
1352,-100.0,4,0.6
1353,-53.0,5,0.54
1354,-72.0,4,0.62
1355,-78.0,6,0.44
1356,-70.0,3,0.36
1357,-99.0,5,0.46
1358,-137.0,7,0.72
1359,-56.0,4,0.68
1360,-116.0,4,0.74
1361,-87.0,3,0.88
1362,-65.0,3,0.54
1363,-83.0,6,0.52
1364,-85.0,3,0.7
1365,-86.0,3,0.46
1366,-54.0,5,0.58
1367,-198.0,8,0.84
1368,-64.0,3,0.76
1369,-107.0,6,0.86
1370,-121.0,6,0.84
1371,-15.0,3,0.62
1372,-42.0,3,0.8
1373,-93.0,7,0.68
1374,-76.0,6,0.26
1375,-108.0,4,0.76
1376,-66.0,4,0.7
1377,-85.0,4,0.46
1378,-125.0,3,0.88
1379,-102.0,8,0.74
1380,-127.0,9,0.84
1381,-108.0,6,0.74
1382,-129.0,9,0.84
1383,-122.0,2,0.96
1384,-44.0,2,0.7
1385,-13.0,4,0.7
1386,-90.0,6,0.68
1387,-102.0,4,0.74
1388,-91.0,5,0.8
1389,-88.0,4,0.64
1390,-16.0,1,0.56
1391,-57.0,6,0.64
1392,-24.0,2,0.56
1393,-115.0,3,0.82
1394,-40.0,5,0.8
1395,-69.0,7,0.94
1396,-139.0,7,0.8
1397,-66.0,7,0.64
1398,-52.0,2,0.62
1399,-108.0,4,0.7
1400,-123.0,9,0.54
1401,-124.0,9,0.72
1402,-102.0,5,0.84
1403,31.0,1,0.32
1404,-57.0,1,0.76
1405,-68.0,5,0.66
1406,-93.0,6,0.82
1407,-117.0,7,0.68
1408,-2.0,4,0.66
1409,-85.0,10,0.6
1410,-67.0,5,0.7
1411,-41.0,6,0.82
1412,-44.0,1,0.68
1413,-114.0,4,0.84
1414,-12.0,3,0.46
1415,-70.0,5,0.62
1416,-110.0,6,0.74
1417,-98.0,8,0.7
1418,-100.0,5,0.74
1419,-12.0,1,0.5
1420,-89.0,6,0.7
1421,-129.0,7,0.62
1422,-118.0,5,0.44
1423,-102.0,5,0.84
1424,-56.0,5,0.6
1425,-157.0,8,0.84
1426,-65.0,5,0.8
1427,-159.0,4,0.58
1428,-121.0,6,0.74
1429,-67.0,2,0.72
1430,-130.0,7,0.88
1431,-90.0,3,0.22
1432,-28.0,5,0.6
1433,-57.0,2,0.72
1434,4.0,1,0.72
1435,-115.0,5,1.0
1436,-83.0,8,0.74
1437,-87.0,5,0.64
1438,-57.0,5,0.86
1439,-136.0,9,0.5
1440,-79.0,6,0.64
1441,-114.0,4,0.78
1442,-5.0,3,0.84
1443,-63.0,3,0.7
1444,-87.0,8,0.62
1445,-53.0,5,0.68
1446,-52.0,5,0.8
1447,-161.0,8,0.8
1448,-45.0,5,0.62
1449,-64.0,1,0.84
1450,-154.0,9,0.82
1451,-74.0,3,0.68
1452,-68.0,1,0.78
1453,-47.0,2,0.66
1454,-29.0,5,0.34
1455,-51.0,0,0.8
1456,-52.0,4,0.38
1457,-145.0,4,0.84
1458,-62.0,3,0.54
1459,-31.0,5,0.86
1460,-105.0,6,0.58
1461,-52.0,3,0.78
1462,-63.0,5,0.74
1463,9.0,0,0.8
1464,-148.0,5,0.8
1465,-25.0,2,0.44
1466,-112.0,5,0.7
1467,-26.0,4,0.56
1468,-78.0,5,0.7
1469,1.0,1,0.54
1470,-51.0,4,0.66
1471,-37.0,6,0.42
1472,-178.0,7,0.44
1473,-109.0,10,0.9
1474,-93.0,2,0.44
1475,-91.0,5,0.74
1476,-44.0,5,0.58
1477,-95.0,5,0.38
1478,-136.0,11,0.66
1479,-61.0,6,0.4
1480,-123.0,4,0.8
1481,-106.0,5,0.46
1482,-52.0,5,0.74
1483,-20.0,6,0.6
1484,-109.0,6,0.66
1485,-120.0,12,0.66
1486,-149.0,5,0.92
1487,-185.0,7,0.96
1488,-57.0,4,0.54
1489,-156.0,5,0.88
1490,-123.0,7,0.8
1491,-73.0,4,0.22
1492,-45.0,4,0.5
1493,-63.0,4,0.68
1494,-48.0,7,0.68
1495,-154.0,7,0.8
1496,-97.0,3,0.78
1497,-9.0,5,0.68
1498,-15.0,5,0.48
1499,-136.0,13,0.48
