metric,ppo_mean,ppo_std,random_mean,random_std
total_reward,134.676,29.96794524979977,-81.12333333333333,40.40069636033298
emergency_rejections,0.5953333333333334,0.8794470840655148,4.746666666666667,2.092863016530114
icu_utilisation,0.8277199999999999,0.10688818919784042,0.6706666666666666,0.15582557544317627
